Season,Match_ID,Match_Name,League_Stage,Year,Venue,Match_Outcome,Start_Date,End_Date,Result,Winning Margin,team_score_1,team_score_2,team_name_1,team_id_1,team_name_2,team_id_2
9,2900,Match 9,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Bengaluru Bulls won by 2 Pts,2022-10-09T21:30+05:30,2022-10-09T21:30+05:30,W,2,39,41,Puneri Paltan,7,Bengaluru Bulls,1
9,2901,Match 10,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",U Mumba won by 7 Pts,2022-10-10T19:30+05:30,2022-10-10T19:30+05:30,W,7,30,23,U Mumba,5,U.P. Yoddhas,30
9,2902,Match 11,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Dabang Delhi K.C. won by 20 Pts,2022-10-10T20:30+05:30,2022-10-10T20:30+05:30,W,20,53,33,Dabang Delhi K.C.,2,Gujarat Giants,31
9,2903,Match 12,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Haryana Steelers won by 5 Pts,2022-10-11T19:30+05:30,2022-10-11T19:30+05:30,W,5,27,22,Haryana Steelers,28,Tamil Thalaivas,29
9,2904,Match 13,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Telugu Titans won by 9 Pts,2022-10-11T20:30+05:30,2022-10-11T20:30+05:30,W,9,21,30,Patna Pirates,6,Telugu Titans,8
9,2905,Match 14,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Bengal Warriors won by 9 Pts,2022-10-12T19:30+05:30,2022-10-12T19:30+05:30,W,9,33,42,Bengaluru Bulls,1,Bengal Warriors,4
9,2906,Match 15,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Dabang Delhi K.C. won by 2 Pts,2022-10-12T20:30+05:30,2022-10-12T20:30+05:30,W,2,42,44,U.P. Yoddhas,30,Dabang Delhi K.C.,2
9,2907,Match 16,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",U Mumba won by 7 Pts,2022-10-14T19:30+05:30,2022-10-14T19:30+05:30,W,7,32,39,Tamil Thalaivas,29,U Mumba,5
9,2908,Match 17,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Jaipur Pink Panthers won by 13 Pts,2022-10-14T20:30+05:30,2022-10-14T20:30+05:30,W,13,31,44,Haryana Steelers,28,Jaipur Pink Panthers,3
9,2909,Match 18,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Gujarat Giants won by 10 Pts,2022-10-14T21:30+05:30,2022-10-14T21:30+05:30,W,10,47,37,Gujarat Giants,31,Puneri Paltan,7
9,2910,Match 19,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Jaipur Pink Panthers won by 7 Pts,2022-10-15T19:30+05:30,2022-10-15T19:30+05:30,W,7,25,18,Jaipur Pink Panthers,3,Gujarat Giants,31
9,2911,Match 20,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Dabang Delhi K.C. won by 20 Pts,2022-10-15T20:30+05:30,2022-10-15T20:30+05:30,W,20,26,46,Telugu Titans,8,Dabang Delhi K.C.,2
9,2912,Match 21,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Bengal Warriors won by 28 Pts,2022-10-15T21:30+05:30,2022-10-15T21:30+05:30,W,28,54,26,Bengal Warriors,4,Patna Pirates,6
9,2913,Match 22,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Puneri Paltan won by 2 Pts,2022-10-16T19:30+05:30,2022-10-16T19:30+05:30,W,2,30,28,Puneri Paltan,7,U Mumba,5
9,2914,Match 23,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",U.P. Yoddhas won by 7 Pts,2022-10-16T20:30+05:30,2022-10-16T20:30+05:30,W,7,44,37,U.P. Yoddhas,30,Bengaluru Bulls,1
9,2915,Match 24,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Tamil Thalaivas won by 1 Pts,2022-10-17T19:30+05:30,2022-10-17T19:30+05:30,W,1,33,32,Tamil Thalaivas,29,Patna Pirates,6
9,2916,Match 25,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Dabang Delhi K.C. won by 2 Pts,2022-10-17T20:30+05:30,2022-10-17T20:30+05:30,W,2,38,36,Dabang Delhi K.C.,2,Haryana Steelers,28
9,2917,Match 26,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Jaipur Pink Panthers won by 15 Pts,2022-10-18T19:30+05:30,2022-10-18T19:30+05:30,W,15,24,39,Bengal Warriors,4,Jaipur Pink Panthers,3
9,2918,Match 27,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Puneri Paltan won by 1 Pts,2022-10-18T20:30+05:30,2022-10-18T20:30+05:30,W,1,25,26,Telugu Titans,8,Puneri Paltan,7
9,2919,Match 28,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Gujarat Giants won by 6 Pts,2022-10-19T19:30+05:30,2022-10-19T19:30+05:30,W,6,51,45,Gujarat Giants,31,U.P. Yoddhas,30
9,2920,Match 29,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Bengaluru Bulls won by 17 Pts,2022-10-19T20:30+05:30,2022-10-19T20:30+05:30,W,17,45,28,Bengaluru Bulls,1,Tamil Thalaivas,29
9,2921,Match 30,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",U Mumba won by 1 Pts,2022-10-21T19:30+05:30,2022-10-21T19:30+05:30,W,1,32,31,U Mumba,5,Haryana Steelers,28
9,2922,Match 31,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Puneri Paltan won by 2 Pts,2022-10-21T20:30+05:30,2022-10-21T20:30+05:30,W,2,27,25,Puneri Paltan,7,Bengal Warriors,4
9,2923,Match 32,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Patna Pirates won by 4 Pts,2022-10-21T21:30+05:30,2022-10-21T21:30+05:30,W,4,37,33,Patna Pirates,6,Dabang Delhi K.C.,2
9,2924,Match 33,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Bengaluru Bulls won by 10 Pts,2022-10-22T19:30+05:30,2022-10-22T19:30+05:30,W,10,32,42,U Mumba,5,Bengaluru Bulls,1
9,2925,Match 34,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Jaipur Pink Panthers won by 24 Pts,2022-10-22T20:30+05:30,2022-10-22T20:30+05:30,W,24,51,27,Jaipur Pink Panthers,3,Telugu Titans,8
9,2926,Match 35,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Gujarat Giants won by 4 Pts,2022-10-22T21:30+05:30,2022-10-22T21:30+05:30,W,4,38,42,Haryana Steelers,28,Gujarat Giants,31
9,2927,Match 36,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Match Tied,2022-10-23T19:30+05:30,2022-10-23T19:30+05:30,T,,31,31,Bengaluru Bulls,1,Patna Pirates,6
9,2928,Match 37,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",U.P. Yoddhas won by 17 Pts,2022-10-23T20:30+05:30,2022-10-23T20:30+05:30,W,17,41,24,U.P. Yoddhas,30,Tamil Thalaivas,29
9,2929,Match 38,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Puneri Paltan won by 8 Pts,2022-10-25T19:30+05:30,2022-10-25T19:30+05:30,W,8,32,24,Puneri Paltan,7,Jaipur Pink Panthers,3
9,2930,Match 39,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Haryana Steelers won by 19 Pts,2022-10-25T20:30+05:30,2022-10-25T20:30+05:30,W,19,24,43,Telugu Titans,8,Haryana Steelers,28
9,2931,Match 40,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",U Mumba won by 8 Pts,2022-10-26T19:30+05:30,2022-10-26T19:30+05:30,W,8,29,37,Gujarat Giants,31,U Mumba,5
9,2932,Match 41,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",Bengal Warriors won by 5 Pts,2022-10-26T20:30+05:30,2022-10-26T20:30+05:30,W,5,30,35,Dabang Delhi K.C.,2,Bengal Warriors,4
9,2933,Match 42,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Tamil Thalaivas won by 11 Pts,2022-10-28T19:30+05:30,2022-10-28T19:30+05:30,W,11,38,27,Tamil Thalaivas,29,Jaipur Pink Panthers,3
9,2934,Match 43,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Match Tied,2022-10-28T20:30+05:30,2022-10-28T20:30+05:30,T,,27,27,Haryana Steelers,28,Puneri Paltan,7
9,2935,Match 44,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Patna Pirates won by 5 Pts,2022-10-28T21:30+05:30,2022-10-28T21:30+05:30,W,5,34,29,Patna Pirates,6,U.P. Yoddhas,30
9,2936,Match 45,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Bengaluru Bulls won by 4 Pts,2022-10-29T19:30+05:30,2022-10-29T19:30+05:30,W,4,47,43,Bengaluru Bulls,1,Dabang Delhi K.C.,2
9,2937,Match 46,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Gujarat Giants won by 11 Pts,2022-10-29T20:30+05:30,2022-10-29T20:30+05:30,W,11,19,30,Telugu Titans,8,Gujarat Giants,31
9,2938,Match 47,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",U Mumba won by 11 Pts,2022-10-29T21:30+05:30,2022-10-29T21:30+05:30,W,11,25,36,Bengal Warriors,4,U Mumba,5
9,2939,Match 48,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Bengaluru Bulls won by 6 Pts,2022-10-30T19:30+05:30,2022-10-30T19:30+05:30,W,6,31,37,Jaipur Pink Panthers,3,Bengaluru Bulls,1
9,2940,Match 49,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Tamil Thalaivas won by 10 Pts,2022-10-30T20:30+05:30,2022-10-30T20:30+05:30,W,10,49,39,Tamil Thalaivas,29,Dabang Delhi K.C.,2
9,2941,Match 50,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Patna Pirates won by 6 Pts,2022-10-31T19:30+05:30,2022-10-31T19:30+05:30,W,6,28,34,Gujarat Giants,31,Patna Pirates,6
9,2942,Match 51,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",U.P. Yoddhas won by 19 Pts,2022-10-31T20:30+05:30,2022-10-31T20:30+05:30,W,19,43,24,U.P. Yoddhas,30,Telugu Titans,8
9,2943,Match 52,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Puneri Paltan won by 5 Pts,2022-11-01T19:30+05:30,2022-11-01T19:30+05:30,W,5,43,38,Puneri Paltan,7,Dabang Delhi K.C.,2
9,2944,Match 53,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Haryana Steelers won by 2 Pts,2022-11-01T20:30+05:30,2022-11-01T20:30+05:30,W,2,29,27,Haryana Steelers,28,Bengaluru Bulls,1
9,2945,Match 54,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",U Mumba won by 3 Pts,2022-11-02T19:30+05:30,2022-11-02T19:30+05:30,W,3,40,37,U Mumba,5,Telugu Titans,8
9,2946,Match 55,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Match Tied,2022-11-02T20:30+05:30,2022-11-02T20:30+05:30,T,,41,41,Bengal Warriors,4,Tamil Thalaivas,29
9,2947,Match 56,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Patna Pirates won by 3 Pts,2022-11-04T19:30+05:30,2022-11-04T19:30+05:30,W,3,34,31,Patna Pirates,6,U Mumba,5
9,2948,Match 57,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Jaipur Pink Panthers won by 5 Pts,2022-11-04T20:30+05:30,2022-11-04T20:30+05:30,W,5,40,45,Dabang Delhi K.C.,2,Jaipur Pink Panthers,3
9,2949,Match 58,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Puneri Paltan won by 9 Pts,2022-11-04T21:30+05:30,2022-11-04T21:30+05:30,W,9,31,40,U.P. Yoddhas,30,Puneri Paltan,7
9,2950,Match 59,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Bengal Warriors won by 5 Pts,2022-11-05T19:30+05:30,2022-11-05T19:30+05:30,W,5,40,45,Gujarat Giants,31,Bengal Warriors,4
9,2951,Match 60,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Tamil Thalaivas won by 8 Pts,2022-11-05T20:30+05:30,2022-11-05T20:30+05:30,W,8,39,31,Tamil Thalaivas,29,Telugu Titans,8
9,2952,Match 61,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Match Tied,2022-11-05T21:30+05:30,2022-11-05T21:30+05:30,T,,36,36,Haryana Steelers,28,U.P. Yoddhas,30
9,2953,Match 62,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Gujarat Giants won by 2 Pts,2022-11-06T19:30+05:30,2022-11-06T19:30+05:30,W,2,44,46,Bengaluru Bulls,1,Gujarat Giants,31
9,2954,Match 63,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Tamil Thalaivas won by 1 Pts,2022-11-06T20:30+05:30,2022-11-06T20:30+05:30,W,1,34,35,Puneri Paltan,7,Tamil Thalaivas,29
9,2955,Match 64,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Jaipur Pink Panthers won by 3 Pts,2022-11-07T19:30+05:30,2022-11-07T19:30+05:30,W,3,39,42,U Mumba,5,Jaipur Pink Panthers,3
9,2956,Match 65,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Patna Pirates won by 9 Pts,2022-11-07T20:30+05:30,2022-11-07T20:30+05:30,W,9,41,32,Patna Pirates,6,Haryana Steelers,28
9,2957,Match 66,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Match Tied,2022-11-08T19:30+05:30,2022-11-08T19:30+05:30,T,,41,41,Bengal Warriors,4,U.P. Yoddhas,30
9,2958,Match 67,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Dabang Delhi K.C. won by 7 Pts,2022-11-08T20:30+05:30,2022-11-08T20:30+05:30,W,7,40,33,Dabang Delhi K.C.,2,Telugu Titans,8
9,2959,Match 68,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Bengaluru Bulls won by 3 Pts,2022-11-09T19:30+05:30,2022-11-09T19:30+05:30,W,3,36,33,Bengaluru Bulls,1,Haryana Steelers,28
9,2960,Match 69,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Puneri Paltan won by 1 Pts,2022-11-09T20:30+05:30,2022-11-09T20:30+05:30,W,1,34,35,Tamil Thalaivas,29,Puneri Paltan,7
9,2961,Match 70,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",U.P. Yoddhas won by 6 Pts,2022-11-11T19:30+05:30,2022-11-11T19:30+05:30,W,6,40,34,U.P. Yoddhas,30,Haryana Steelers,28
9,2962,Match 71,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",U Mumba won by 1 Pts,2022-11-11T20:30+05:30,2022-11-11T20:30+05:30,W,1,34,33,U Mumba,5,Puneri Paltan,7
9,2963,Match 72,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Patna Pirates won by 7 Pts,2022-11-11T21:30+05:30,2022-11-11T21:30+05:30,W,7,37,30,Patna Pirates,6,Jaipur Pink Panthers,3
9,2964,Match 73,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Bengal Warriors won by 19 Pts,2022-11-12T19:30+05:30,2022-11-12T19:30+05:30,W,19,46,27,Bengal Warriors,4,Gujarat Giants,31
9,2965,Match 74,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",U.P. Yoddhas won by 11 Pts,2022-11-12T20:30+05:30,2022-11-12T20:30+05:30,W,11,30,41,Telugu Titans,8,U.P. Yoddhas,30
9,2966,Match 75,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Jaipur Pink Panthers won by 25 Pts,2022-11-12T21:30+05:30,2022-11-12T21:30+05:30,W,25,57,32,Jaipur Pink Panthers,3,Dabang Delhi K.C.,2
9,2967,Match 76,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",U Mumba won by 13 Pts,2022-11-13T19:30+05:30,2022-11-13T19:30+05:30,W,13,36,23,U Mumba,5,Patna Pirates,6
9,2968,Match 77,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Bengaluru Bulls won by 6 Pts,2022-11-13T20:30+05:30,2022-11-13T20:30+05:30,W,6,34,40,Tamil Thalaivas,29,Bengaluru Bulls,1
9,2969,Match 78,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Puneri Paltan won by 16 Pts,2022-11-14T19:30+05:30,2022-11-14T19:30+05:30,W,16,27,43,Bengal Warriors,4,Puneri Paltan,7
9,2970,Match 79,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Haryana Steelers won by 1 Pts,2022-11-14T20:30+05:30,2022-11-14T20:30+05:30,W,1,32,33,Gujarat Giants,31,Haryana Steelers,28
9,2971,Match 80,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Jaipur Pink Panthers won by 10 Pts,2022-11-15T19:30+05:30,2022-11-15T19:30+05:30,W,10,32,22,Jaipur Pink Panthers,3,U Mumba,5
9,2972,Match 81,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Bengaluru Bulls won by 11 Pts,2022-11-15T20:30+05:30,2022-11-15T20:30+05:30,W,11,38,49,Telugu Titans,8,Bengaluru Bulls,1
9,2973,Match 82,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",Match Tied,2022-11-16T19:30+05:30,2022-11-16T19:30+05:30,T,,33,33,Patna Pirates,6,Tamil Thalaivas,29
9,2974,Match 83,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",U.P. Yoddhas won by 19 Pts,2022-11-16T20:30+05:30,2022-11-16T20:30+05:30,W,19,31,50,Dabang Delhi K.C.,2,U.P. Yoddhas,30
9,2975,Match 84,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Puneri Paltan won by 13 Pts,2022-11-18T19:30+05:30,2022-11-18T19:30+05:30,W,13,41,28,Puneri Paltan,7,Haryana Steelers,28
9,2976,Match 85,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Bengal Warriors won by 8 Pts,2022-11-18T20:30+05:30,2022-11-18T20:30+05:30,W,8,36,28,Bengal Warriors,4,Telugu Titans,8
9,2977,Match 86,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Bengaluru Bulls won by 7 Pts,2022-11-18T21:30+05:30,2022-11-18T21:30+05:30,W,7,38,45,Gujarat Giants,31,Bengaluru Bulls,1
9,2978,Match 87,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Jaipur Pink Panthers won by 13 Pts,2022-11-19T19:30+05:30,2022-11-19T19:30+05:30,W,13,29,42,U.P. Yoddhas,30,Jaipur Pink Panthers,3
9,2979,Match 88,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Telugu Titans won by 6 Pts,2022-11-19T20:30+05:30,2022-11-19T20:30+05:30,W,6,32,26,Telugu Titans,8,U Mumba,5
9,2980,Match 89,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Dabang Delhi K.C. won by 3 Pts,2022-11-19T21:30+05:30,2022-11-19T21:30+05:30,W,3,30,27,Dabang Delhi K.C.,2,Patna Pirates,6
9,2981,Match 90,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Dabang Delhi K.C. won by 12 Pts,2022-11-20T19:30+05:30,2022-11-20T19:30+05:30,W,12,30,42,Haryana Steelers,28,Dabang Delhi K.C.,2
9,2982,Match 91,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Puneri Paltan won by 2 Pts,2022-11-20T20:30+05:30,2022-11-20T20:30+05:30,W,2,33,35,Bengaluru Bulls,1,Puneri Paltan,7
9,2983,Match 92,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Tamil Thalaivas won by 5 Pts,2022-11-21T19:30+05:30,2022-11-21T19:30+05:30,W,5,35,30,Tamil Thalaivas,29,Bengal Warriors,4
9,2984,Match 93,League,2022,"Gachibowli Indoor Stadium, Hyderabad",U.P. Yoddhas won by 4 Pts,2022-11-21T20:30+05:30,2022-11-21T20:30+05:30,W,4,35,31,U.P. Yoddhas,30,Gujarat Giants,31
9,2985,Match 94,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Tamil Thalaivas won by 14 Pts,2022-11-22T19:30+05:30,2022-11-22T19:30+05:30,W,14,20,34,U Mumba,5,Tamil Thalaivas,29
9,2986,Match 95,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Patna Pirates won by 1 Pts,2022-11-22T20:30+05:30,2022-11-22T20:30+05:30,W,1,35,36,Telugu Titans,8,Patna Pirates,6
9,2987,Match 96,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Puneri Paltan won by 7 Pts,2022-11-23T19:30+05:30,2022-11-23T19:30+05:30,W,7,32,39,Jaipur Pink Panthers,3,Puneri Paltan,7
9,2988,Match 97,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Bengal Warriors won by 3 Pts,2022-11-23T20:30+05:30,2022-11-23T20:30+05:30,W,3,41,38,Bengal Warriors,4,Bengaluru Bulls,1
9,2989,Match 98,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Dabang Delhi K.C. won by 3 Pts,2022-11-25T19:30+05:30,2022-11-25T19:30+05:30,W,3,47,50,Gujarat Giants,31,Dabang Delhi K.C.,2
9,2990,Match 99,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Jaipur Pink Panthers won by 15 Pts,2022-11-25T20:30+05:30,2022-11-25T20:30+05:30,W,15,41,26,Jaipur Pink Panthers,3,Tamil Thalaivas,29
9,2991,Match 100,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Haryana Steelers won by 10 Pts,2022-11-25T21:30+05:30,2022-11-25T21:30+05:30,W,10,33,23,Haryana Steelers,28,Patna Pirates,6
9,2992,Match 101,League,2022,"Gachibowli Indoor Stadium, Hyderabad",U Mumba won by 8 Pts,2022-11-26T19:30+05:30,2022-11-26T19:30+05:30,W,8,49,41,U Mumba,5,Bengal Warriors,4
9,2993,Match 102,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Puneri Paltan won by 13 Pts,2022-11-26T20:30+05:30,2022-11-26T20:30+05:30,W,13,38,25,Puneri Paltan,7,Telugu Titans,8
9,2994,Match 103,League,2022,"Gachibowli Indoor Stadium, Hyderabad",U.P. Yoddhas won by 2 Pts,2022-11-26T21:30+05:30,2022-11-26T21:30+05:30,W,2,35,33,U.P. Yoddhas,30,Patna Pirates,6
9,2995,Match 104,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Tamil Thalaivas won by 3 Pts,2022-11-27T19:30+05:30,2022-11-27T19:30+05:30,W,3,42,39,Tamil Thalaivas,29,Gujarat Giants,31
9,2996,Match 105,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Bengaluru Bulls won by 3 Pts,2022-11-27T20:30+05:30,2022-11-27T20:30+05:30,W,3,49,52,Dabang Delhi K.C.,2,Bengaluru Bulls,1
9,2997,Match 106,League,2022,"Gachibowli Indoor Stadium, Hyderabad",U.P. Yoddhas won by 1 Pts,2022-11-28T19:30+05:30,2022-11-28T19:30+05:30,W,1,33,32,U.P. Yoddhas,30,Bengal Warriors,4
9,2998,Match 107,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Jaipur Pink Panthers won by 20 Pts,2022-11-28T20:30+05:30,2022-11-28T20:30+05:30,W,20,28,48,Telugu Titans,8,Jaipur Pink Panthers,3
9,2999,Match 108,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Gujarat Giants won by 12 Pts,2022-11-29T19:30+05:30,2022-11-29T19:30+05:30,W,12,39,51,Puneri Paltan,7,Gujarat Giants,31
9,3000,Match 109,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Haryana Steelers won by 2 Pts,2022-11-29T20:30+05:30,2022-11-29T20:30+05:30,W,2,35,33,Haryana Steelers,28,U Mumba,5
9,3001,Match 110,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Jaipur Pink Panthers won by 20 Pts,2022-11-30T19:30+05:30,2022-11-30T19:30+05:30,W,20,25,45,Bengaluru Bulls,1,Jaipur Pink Panthers,3
9,3002,Match 111,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Match Tied,2022-11-30T20:30+05:30,2022-11-30T20:30+05:30,T,,37,37,Dabang Delhi K.C.,2,Tamil Thalaivas,29
9,3003,Match 112,League,2022,"Gachibowli Indoor Stadium, Hyderabad",U.P. Yoddhas won by 10 Pts,2022-12-02T19:30+05:30,2022-12-02T19:30+05:30,W,10,38,28,U.P. Yoddhas,30,U Mumba,5
9,3004,Match 113,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Gujarat Giants won by 6 Pts,2022-12-02T20:30+05:30,2022-12-02T20:30+05:30,W,6,34,40,Patna Pirates,6,Gujarat Giants,31
9,3005,Match 114,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Haryana Steelers won by 6 Pts,2022-12-02T21:30+05:30,2022-12-02T21:30+05:30,W,6,32,26,Haryana Steelers,28,Bengal Warriors,4
9,3006,Match 115,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Puneri Paltan won by 3 Pts,2022-12-03T19:30+05:30,2022-12-03T19:30+05:30,W,3,44,47,Dabang Delhi K.C.,2,Puneri Paltan,7
9,3007,Match 116,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Tamil Thalaivas won by 28 Pts,2022-12-03T20:30+05:30,2022-12-03T20:30+05:30,W,28,24,52,Telugu Titans,8,Tamil Thalaivas,29
9,3008,Match 117,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Jaipur Pink Panthers won by 26 Pts,2022-12-03T21:30+05:30,2022-12-03T21:30+05:30,W,26,57,31,Jaipur Pink Panthers,3,Bengal Warriors,4
9,3009,Match 118,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Gujarat Giants won by 2 Pts,2022-12-04T19:30+05:30,2022-12-04T19:30+05:30,W,2,36,38,U Mumba,5,Gujarat Giants,31
9,3010,Match 119,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Bengaluru Bulls won by 3 Pts,2022-12-04T20:30+05:30,2022-12-04T20:30+05:30,W,3,38,35,Bengaluru Bulls,1,U.P. Yoddhas,30
9,3011,Match 120,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Puneri Paltan won by 14 Pts,2022-12-05T19:30+05:30,2022-12-05T19:30+05:30,W,14,44,30,Puneri Paltan,7,Patna Pirates,6
9,3012,Match 121,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Jaipur Pink Panthers won by 14 Pts,2022-12-05T20:30+05:30,2022-12-05T20:30+05:30,W,14,44,30,Jaipur Pink Panthers,3,Haryana Steelers,28
9,3013,Match 122,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Dabang Delhi K.C. won by 17 Pts,2022-12-06T19:30+05:30,2022-12-06T19:30+05:30,W,17,24,41,U Mumba,5,Dabang Delhi K.C.,2
9,3014,Match 123,League,2022,"Gachibowli Indoor Stadium, Hyderabad",Gujarat Giants won by 14 Pts,2022-12-06T20:30+05:30,2022-12-06T20:30+05:30,W,14,44,30,Gujarat Giants,31,Telugu Titans,8
